,arrestnumber,page_num,charges,charge_type,charge_counts,charge_IBRcode,charge_statutenumber,charge_warrantdate,chargenum
19825,313118,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,08/11/2019,3
19826,329914,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,04/01/2022,1
19827,330368,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,05/03/2022,1
19828,321551,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,01/02/2021,1
19829,321551,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,12/15/2020,2
19830,322155,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,02/21/2021,1
19831,309621,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,02/27/2019,1
19832,309621,0.0,Duty Of Passenger To Remain At Scene OfAccident,Misd,1.0,9914,20-166.2,02/27/2019,2
19833,319631,0.0,Uttering A Forged Instrument,Fel,1.0,250,14-120,07/11/2019,1
19834,319631,0.0,Obtaining Property By False Pretenses,Fel,1.0,26A,14-100,07/11/2019,2
19835,319631,0.0,Obtaining Property By False Pretenses,Fel,1.0,26A,14-100,07/11/2019,3
19836,319631,0.0,Possessing Stolen Goods,Misd,1.0,280,14-71.1,07/11/2019,4
19837,329749,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,02/09/2022,1
19838,329605,0.0,Possess Witm/s/d Controll Substance Schedule Vi,Fel,1.0,35A,90-95(A1)P6,03/10/2022,1
19839,329605,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,03/10/2022,2
19840,329605,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,03/10/2022,3
19841,329605,0.0,Possession Of Firearms  Etc By FelonProhibited,Fel,1.0,520,14-415.1,03/10/2022,4
19842,329605,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,03/10/2022,5
19843,329868,0.0,Assault Law Enforcement Or State Officer,Misd,1.0,13B,14-33(C4),03/29/2022,1
19844,329868,0.0,Possession Of Firearms  Etc By Felon Prohibited,Fel,1.0,520,14-415.1,03/29/2022,2
19845,329868,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,03/29/2022,3
19846,329868,0.0,Drive While License Revoked Not ImpairedRev Based,Misd,1.0,9914,20-28(A),03/29/2022,4
19847,324862,0.0,Possession Of Firearms  Etc By Felon Prohibited,Fel,1.0,520,14-415.1,06/16/2021,1
19848,324862,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,06/16/2021,2
19849,324862,0.0,Discharging Weapons Generally,Misd,1.0,520,CO 46-21,06/16/2021,3
19850,315115,0.0,Receiving Or Transferring Stolen Vehicles,Fel,1.0,280,20-106,11/13/2019,1
19851,315115,0.0,Sell Or Deliver Control Substance Schedule Vi,Fel,1.0,35A,90-95(A1)S6,11/13/2019,2
19852,315115,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,11/13/2019,3
19853,327229,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,06/29/2021,1
19854,327230,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,07/07/2021,1
19855,327227,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,07/30/2021,1
19856,327231,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,04/06/2021,1
19857,327956,0.0,Possess Marijuana Up To 1/2 Oz,Misd,1.0,35A,90-95(D4),04/22/2021,1
19858,309901,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),02/24/2019,1
19859,309901,0.0,Larceny From Person,Fel,1.0,23H,14-72(B1),02/24/2019,2
19860,326581,0.0,Larceny From A Merchant-rem/dest/deactAntishoplift Device,Fel,1.0,23C,14-72.11(2),09/13/2021,1
19861,326581,0.0,Larceny After Burglary/b&e,Fel,1.0,23H,14-72(B2),09/13/2021,2
19862,326581,0.0,Larceny (felony),Misd,1.0,23H,14-72(A) F,09/13/2021,3
19863,326581,0.0,Injury To Personal Property,Misd,1.0,290,14-160,09/13/2021,4
19864,326581,0.0,Conspiracy To Commit Misdemeanor,Misd,1.0,90Z,14-2.4(B),09/13/2021,5
19865,307763,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,11/18/2018,1
19866,307763,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,11/18/2018,2
19867,307918,0.0,Fail To Appear-criminal Summons Or Citation,Misd,3.0,90Z,15A-305(B)(3),09/25/2018,1
19868,309962,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),03/06/2019,1
19869,311832,0.0,Assault Inflict Serious Injury Or Awdw,Misd,1.0,13A,14-33(C1),04/07/2019,1
19870,311832,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),04/07/2019,2
19871,311832,0.0,Vandalism-to Real Property Willful And WantonInjury,Misd,1.0,290,14-127,04/07/2019,3
19872,307811,0.0,Injury To Personal Property,Misd,1.0,290,14-160,10/07/2018,1
19873,330436,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),12/10/2020,1
19874,314560,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,10/17/2019,1
19875,314557,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,06/13/2019,1
19876,324572,0.0,Assault Law Enforcement Or State Officer,Misd,2.0,13B,14-33(C4),05/26/2020,1
19877,324572,0.0,Possession Of Firearms  Etc By Felon Prohibited,Fel,1.0,520,14-415.1,05/26/2021,2
19878,324572,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,05/26/2021,3
19879,326039,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),09/11/2021,1
19880,307906,0.0,Larceny By Servants And Other Employees,Fel,1.0,270,14-74,11/26/2018,1
19881,319400,0.0,Injury To Personal Property,Misd,1.0,290,14-160,07/26/2020,1
19882,310562,0.0,Larceny By Servants And Other Employees,Fel,1.0,270,14-74,04/11/2019,1
19883,326268,0.0,Possessing Stolen Goods,Fel,1.0,280,14-71.1,09/24/2021,1
19884,326268,0.0,Receiving Or Transferring Stolen Vehicles,Fel,1.0,280,14-71.2,09/24/2021,2
19885,326268,0.0,Weapons On Campus Or Other EducationalProperty,Fel,1.0,520,14-269.2,09/24/2021,3
19886,326268,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,09/24/2021,4
19887,329369,0.0,Trafficking In Cocaine,Fel,1.0,35A,90-95(H3),02/23/2022,1
19888,329369,0.0,Trafficking Heroin,Fel,1.0,35A,90-95(H4),02/23/2022,2
19889,329369,0.0,Possess Witm/s/d Controll Substance Schedule Vi,Fel,1.0,35A,90-95(A1)P6,02/23/2022,3
19890,329369,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,02/23/2022,4
19891,309950,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,01/18/2019,1
19892,312068,0.0,Assault By Strangulation Inflict Physical Injury,Fel,1.0,13A,14-32.4(B),06/22/2019,1
19893,312068,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),06/22/2019,2
19894,319698,0.0,Fail To Appear-show Cause,Misd,1.0,90Z,15A-305(B)(8),11/13/2019,1
19895,314488,0.0,Assault By Strangulation Inflict Physical Injury,Fel,1.0,13A,14-32.4(B),10/15/2019,1
19896,314488,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),10/15/2019,2
19897,324532,0.0,Violate Domestic Violence Protective Order,Misd,1.0,90Z,50B-4.1,03/07/2021,1
19898,324533,0.0,Violate Domestic Violence Protective Order,Misd,1.0,90Z,50B-4.1,04/30/2021,1
19899,324530,0.0,Violate Domestic Violence Protective Order,Misd,1.0,90Z,50B-4.1,05/02/2021,1
19900,309838,0.0,Murder (second Degree),Fel,1.0,09A,14-17SEC,03/07/2019,1
19901,316663,0.0,Violate Domestic Violence Protective Order,Misd,1.0,90Z,50B-4.1,01/17/2020,1
19902,316664,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),01/06/2020,1
19903,311347,0.0,Probation Violation,Fel,1.0,90Z,15A-1345,01/28/2019,1
19904,311772,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,06/02/2019,1
19905,325844,0.0,Probation Violation,Fel,1.0,90Z,15A-1345,05/14/2021,1
19906,314428,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),07/24/2019,1
19907,314111,0.0,Forgery Or Possess Counterfeit Instruments,Fel,1.0,250,14-119(A),07/09/2019,1
19908,314111,0.0,Uttering A Forged Instrument,Fel,1.0,250,14-120,07/09/2019,2
19909,314111,0.0,Obtaining Property By False Pretenses,Fel,1.0,26A,14-100,07/09/2019,3
19910,317992,0.0,Possess Control Substance Schedule Ii,Fel,1.0,35A,90-95(A3)2,03/20/2020,1
19911,317992,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,03/20/2020,2
19912,317992,0.0,Possession Of Firearms  Etc By Felon Prohibited,Fel,1.0,520,14-415.1,03/20/2020,3
19913,319171,0.0,Fail To Appear-criminal Summons Or Citation,Misd,1.0,90Z,15A-305(B)(3),02/20/2020,1
19914,328094,0.0,Possess Wit M/s/d Control Substance Schedule Ii,Fel,1.0,35A,90-95(A1)P2,02/07/2022,1
19915,328094,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,02/07/2022,2
19916,328094,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,02/07/2022,3
19917,328094,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,02/07/2022,4
19918,325648,0.0,Assault Inflict Serious Injury Or Awdw,Misd,1.0,13A,14-33(C1),08/11/2021,1
19919,325648,0.0,Injury To Personal Property,Misd,2.0,290,14-160,08/11/2021,2
19920,325648,0.0,Trafficking Heroin,Fel,2.0,35A,90-95(H4),08/11/2021,3
19921,325648,0.0,Possess Cs On School Or Within 1000 FeetOf,Fel,2.0,35A,90-95(E)(8),08/11/2021,4
19922,325648,0.0,Possess Wit M/s/d Control SubstanceSchedule Ii,Fel,2.0,35A,90-95(A1)P2,08/11/2021,5
19923,325648,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,08/11/2021,6
19924,325648,0.0,Conspiracy To Commit Misdemeanor,Misd,1.0,90Z,14-2.4(B),08/11/2021,7
19925,324894,0.0,Drive While License Revoked For Impaired DrivAft Rev Notice,Misd,1.0,9914,20-28(A3)(1),06/18/2021,1
19926,324894,0.0,Display/possess Fictitious/expired RegistrationPlate,Misd,1.0,9914,20-111(2),06/18/2021,2
19927,325396,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),07/18/2020,1
19928,307819,0.0,Possess Wit M/s/d Control Substance Schedule Ii,Fel,1.0,35A,90-95(A1)P2,11/20/2018,1
19929,315650,0.0,Possession Of Firearms  Etc By Felon Prohibited,Fel,1.0,520,14-415.1,12/09/2019,1
19930,315650,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,12/09/2019,2
19931,315650,0.0,Discharging Weapons Generally,Misd,1.0,520,CO 46-21,12/09/2019,3
19932,315650,0.0,Go Armed To The Terror Of People,Misd,1.0,520,CL ARMED,12/09/2019,4
19933,309807,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),02/04/2017,1
19934,325220,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),07/12/2021,1
19935,325220,0.0,Disorderly Conduct,Misd,1.0,90C,14-288.4,07/12/2021,2
19936,310190,0.0,Financial Transaction Card Takes/obtains,Fel,1.0,26A,14-113.9(1),03/20/2019,1
19937,310190,0.0,Obtaining Property By False Pretenses,Fel,1.0,26A,14-100,03/20/2019,2
19938,310190,0.0,Obtaining Property By False Pretenses,Fel,1.0,26A,14-100,03/20/2019,3
19939,310190,0.0,Financial Transaction Card - FraudulentUse,Misd,1.0,26B,14-113.13(A),03/20/2019,4
19940,310190,0.0,Identity Theft,Fel,1.0,26F,14-113.20,03/20/2019,5
19941,318359,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,05/21/2020,1
19942,308808,0.0,Failure To Repair Dwelling,Misd,1.0,90Z,CO 6-158.1,01/09/2019,1
19943,329860,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),03/24/2022,1
19944,313870,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),08/23/2019,1
19945,313870,0.0,Breaking And Entering Building  (felony),Fel,1.0,220,14-54(A),08/23/2019,2
19946,313870,0.0,Vandalism-to Real Property Willful And WantonInjury,Misd,1.0,290,14-127,08/23/2019,3
19947,313870,0.0,Interfering With EmergencyCommunication,Misd,1.0,90Z,14-286.2,08/23/2019,4
19948,329961,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,04/05/2022,1
19949,310922,0.0,Fail To Appear-criminal Summons Or Citation,Misd,1.0,90Z,15A-305(B)(3),08/23/2018,1
19950,312663,0.0,Shoplifting,Misd,1.0,23C,14-72.1,07/21/2019,1
19951,309424,0.0,Possess Marijuana Up To 1/2 Oz,Misd,1.0,35A,90-95(D4),01/23/2019,1
19952,309424,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,01/23/2019,2
19953,319008,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,06/04/2020,1
19954,324839,0.0,Attempted Larceny Of Property Or Goods,Misd,1.0,23H,14-72,05/06/2021,1
19955,324982,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,05/06/2021,1
19956,326009,0.0,Concealment Of Merchandise,Misd,1.0,23C,14-72.1(A),09/02/2021,1
19957,326009,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,09/02/2021,2
19958,312967,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,08/02/2019,1
19959,312967,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,08/02/2019,2
19960,330518,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,12/01/2021,1
19961,322156,0.0,Possess Marijuana Up To 1/2 Oz,Misd,1.0,35A,90-95(D4),02/21/2021,1
19962,322156,0.0,Possession Of Firearms  Etc By Felon Prohibited,Fel,1.0,520,14-415.1,02/21/2021,2
19963,322156,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,02/21/2021,3
19964,322156,0.0,Drive While License Revoked Not ImpairedRev Based,Misd,1.0,9914,20-28(A),02/21/2021,4
19965,322156,0.0,No Financial Responsibility,Misd,1.0,9914,20-313,02/21/2021,5
19966,322156,0.0,Operating Vehicle On Highway WithoutRegistration Or Expired,Misd,1.0,9914,20-111(1),02/21/2021,6
19967,326815,0.0,Common Law Robbery,Fel,1.0,120,14-87.1,10/28/2021,1
19968,326815,0.0,Assault By Strangulation Inflict Physical Injury,Fel,1.0,13A,14-32.4(B),10/28/2021,2
19969,326815,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,10/28/2021,3
19970,320276,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,10/07/2020,1
19971,318666,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,06/09/2020,1
19972,321573,0.0,Breaking And Entering Building  (felony),Fel,1.0,220,14-54(A),12/22/2020,1
19973,321573,0.0,Larceny After Burglary/b&e,Fel,1.0,23H,14-72(B2),12/22/2020,2
19974,329805,0.0,Larceny From A Merchant-rem/dest/deactAntishoplift Device,Fel,1.0,23C,14-72.11(2),03/18/2022,1
19975,321891,0.0,Possess Control Substance Schedule Ii,Misd,1.0,35A,90-95(A3)2,01/31/2021,1
19976,322961,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,04/08/2021,1
19977,322963,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,04/19/2021,1
19978,318546,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,05/02/2020,1
19979,318546,0.0,Drive While License Revoked Not Impaired RevBased,Misd,1.0,9914,20-28(A),05/02/2020,2
19980,318752,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,05/02/2020,1
19981,315060,0.0,"B&e-vehicle, Rr Cars, Other Motor Vehicles",Fel,1.0,23F,14-56,10/29/2019,1
19982,315060,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,10/29/2019,2
19983,311656,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,05/31/2019,1
19984,311656,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,04/30/2019,2
19985,311656,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,05/03/2019,3
19986,311656,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,05/09/2019,4
19987,311656,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,05/18/2019,5
19988,326684,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,10/23/2021,1
19989,326684,0.0,Identity Theft,Fel,1.0,26F,14-113.20,10/23/2021,2
19990,326684,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,10/23/2021,3
19991,326692,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,10/24/2021,1
19992,326693,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,10/23/2021,1
19993,326693,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,10/23/2021,2
19994,326693,0.0,Conspiracy To Commit Misdemeanor,Misd,1.0,90Z,14-2.4(B),10/23/2021,3
19995,326697,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),10/24/2021,2
19996,326697,0.0,Stalking,Misd,1.0,13C,14-277.3,10/24/2021,3
19997,326697,0.0,Breaking And Entering Building  (felony),Fel,1.0,220,14-54(A),10/24/2021,4
19998,326697,0.0,Larceny (misdemeanor),Misd,3.0,23H,14-72(A) M,10/24/2021,5
19999,326697,0.0,Drive While License Revoked Not ImpairedRev Based,Misd,2.0,9914,20-28(A),10/24/2021,7
20000,326697,0.0,Reckless Driving To EndangerPersons/property,Misd,2.0,9914,20-140(B),10/24/2021,8
20001,320405,0.0,Concealment Of Merchandise,Misd,1.0,23C,14-72.1(A),10/17/2020,1
20002,312196,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,06/28/2019,1
20003,312196,0.0,Littering,Misd,1.0,90Z,14-399,06/28/2019,2
20004,329650,0.0,Probation Violation,Misd,1.0,90Z,15A-1345,02/14/2022,1
20005,329650,0.0,Probation Violation,Misd,1.0,90Z,15A-1345,02/14/2022,2
20006,329650,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,01/24/2022,3
20007,315342,0.0,Possess Control Substance Schedule Ii,Fel,1.0,35A,90-95(A3)2,11/23/2019,1
20008,315342,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,11/23/2019,2
20009,315342,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,11/23/2019,3
20010,316982,0.0,Fail To Appear-criminal Summons Or Citation,Misd,1.0,90Z,15A-305(B)(3),05/18/2018,1
20011,316982,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),06/07/2018,2
20012,311135,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,05/10/2019,1
20013,324474,0.0,Second Degree Forcible Sexual Offense,Fel,2.0,90Z,14-27.27,05/20/2021,1
20014,321893,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),01/28/2021,1
20015,319472,0.0,Possess Control Substance Schedule Ii,Fel,1.0,35A,90-95(A3)2,08/09/2020,1
20016,326726,0.0,Warrant Service For Other Jurisdiction,Fel,3.0,9910,WARR,09/21/2020,1
20017,326726,0.0,Warrant Service For Other Jurisdiction,Misd,3.0,9910,WARR,10/05/2020,2
20018,330094,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),08/28/2018,1
20019,319554,0.0,Possessing Stolen Goods,Fel,1.0,280,14-71.1,08/12/2020,1
20020,319554,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,08/12/2020,2
20021,319554,0.0,Speed To Elude Arrest,Fel,1.0,9914,20-141.5,08/12/2020,3
20022,319554,0.0,Hit And Run (misdemeanor),Misd,2.0,9914,20-166(C),08/12/2020,4
20023,326694,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),10/23/2021,1
20024,326965,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),11/09/2021,1
20025,326965,0.0,Intoxicated/disruptive-blocking Traffic,Misd,1.0,90E,14-444(A1),11/09/2021,2
20026,326965,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,11/09/2021,3
20027,327244,0.0,Contributing To The Delinquency And Neglect ByParents/other,Misd,1.0,90F,14-316.1,11/10/2021,1
20028,319186,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),09/26/2019,1
20029,321755,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,01/21/2021,1
20030,324234,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,05/05/2021,1
20031,324234,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,05/05/2021,2
20032,320222,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,09/10/2020,1
20033,320222,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,09/10/2020,2
20034,320222,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,09/10/2020,3
20035,320222,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,09/10/2020,4
20036,320222,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,09/10/2020,5
20037,320222,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,09/10/2020,6
20038,320222,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,09/10/2020,7
20039,320222,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,09/10/2020,8
20040,320222,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,09/10/2020,9
20041,320222,0.0,Warrant Service For Other Jurisdiction,Fel,3.0,9910,WARR,09/10/2020,10
20042,320222,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,09/10/2020,11
20043,320222,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,09/14/2000,12
20044,324099,0.0,Carrying Concealed Weapons,Misd,1.0,520,14-269,04/27/2021,1
20045,324099,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,04/27/2021,2
20046,330111,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,04/15/2022,1
20047,330111,0.0,No Operator License,Misd,1.0,9914,20-7(A),04/15/2022,2
20048,325381,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,07/22/2021,1
20049,325381,0.0,Careless And Reckless Driving,Misd,1.0,9914,20-140,07/22/2021,2
20050,325381,0.0,No Operator License,Misd,1.0,9914,20-7(A),07/22/2021,3
20051,326528,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,10/11/2021,1
20052,313206,0.0,Possess Control Substance Schedule Ii,Fel,1.0,35A,90-95(A3)2,08/09/2019,1
20053,313206,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,08/09/2019,2
20054,313206,0.0,Possess Control Substance Schedule Ii,Misd,1.0,35A,90-95(A3)2,08/09/2019,3
20055,314821,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),10/31/2019,1
20056,314821,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,10/31/2019,2
20057,315113,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,02/24/2003,1
20058,317795,0.0,Assault Inflict Serious Injury Or Awdw,Misd,1.0,13A,14-33(C1),04/12/2020,1
20059,317795,0.0,Breaking And Entering Building  (misdemeanor),Misd,1.0,220,14-54(B),04/12/2020,2
20060,311496,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),05/27/2019,1
20061,330089,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),04/14/2022,1
20062,330089,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,04/14/2022,2
20063,307635,0.0,Drive While License Revoked Not Impaired RevBased,Misd,1.0,9914,20-28(A),11/10/2018,1
20064,307635,0.0,Display/possess Fictitious/expired RegistrationPlate,Misd,1.0,9914,20-111(2),11/10/2018,2
20065,313080,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,07/05/2019,1
20066,314376,0.0,Shoplifting,Misd,1.0,23C,14-72.1,09/20/2019,1
20067,314376,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,09/20/2019,2
20068,314187,0.0,Shoplifting,Misd,1.0,23C,14-72.1,09/28/2019,1
20069,314187,0.0,Injury To Personal Property,Misd,1.0,290,14-160,09/28/2019,2
20070,311314,0.0,Assault Inflict Serious Injury Or Awdw,Misd,1.0,13A,14-33(C1),05/18/2019,1
20071,313060,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),07/29/2019,1
20072,318072,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),01/29/2020,1
20073,318297,0.0,Intoxicated/disruptive-blocking SidewalkBuildings,Misd,1.0,90E,14-444(A2),05/16/2020,1
20074,318870,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),06/17/2020,1
20075,318870,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,06/17/2020,2
20076,316695,0.0,Breaking And Entering Building  (felony),Fel,1.0,220,14-54(A),01/27/2020,1
20077,327747,0.0,Assault Law Enforcement Or State Officer,Misd,2.0,13B,14-33(C4),01/13/2022,1
20078,327747,0.0,Vandalism-to Real Property Willful And WantonInjury,Misd,1.0,290,14-127,01/13/2022,2
20079,321714,0.0,Common Law Robbery,Fel,1.0,120,14-87.1,01/19/2021,1
20080,321714,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,01/19/2021,2
20081,327857,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,01/21/2022,1
20082,321861,0.0,Vandalism-to Real Property Willful And WantonInjury,Misd,1.0,290,14-127,01/21/2021,1
20083,316873,0.0,Fail To Appear-release Order,Misd,3.0,90Z,15A-305(B)(2),12/13/2019,1
